ID,Name,Form,Level-up moves,Tm compatibility
549,Lilligant, ,1-MOVE_POISON_POWDER | 1-MOVE_SLEEP_POWDER | 1-MOVE_STUN_SPORE | 1-MOVE_GROWTH | 1-MOVE_HEALING_WISH | 25-MOVE_PETAL_DANCE | 35-MOVE_EXTRASENSORY | 40-MOVE_HELPING_HAND | 50-MOVE_QUIVER_DANCE | 55-MOVE_FIERY_DANCE,
550,Basculin,Blue-Striped Form,1-MOVE_TAIL_WHIP | 1-MOVE_WATER_GUN | 4-MOVE_TACKLE | 8-MOVE_FLAIL | 12-MOVE_AQUA_JET | 16-MOVE_BITE | 20-MOVE_SCARY_FACE | 24-MOVE_HEADBUTT | 28-MOVE_SOAK | 32-MOVE_CRUNCH | 35-MOVE_TAKE_DOWN | 38-MOVE_AGILITY | 41-MOVE_FINAL_GAMBIT | 44-MOVE_AQUA_TAIL | 47-MOVE_REVENGE | 50-MOVE_PSYCHIC_FANGS | 53-MOVE_DOUBLE_EDGE | 56-MOVE_WAVE_CRASH | 60-MOVE_HEAD_SMASH,TM51-MOVE_WAVE_CRASH | TM83-MOVE_WORK_UP
551,Sandile, ,1-MOVE_LEER | 1-MOVE_RAGE | 1-MOVE_SAND_ATTACK | 4-MOVE_MUD_SLAP | 7-MOVE_SCARY_FACE | 10-MOVE_BITE | 13-MOVE_TORMENT | 16-MOVE_HONE_CLAWS | 19-MOVE_MUD_SHOT | 21-MOVE_SPITE | 23-MOVE_PURSUIT | 25-MOVE_SCORCHING_SANDS | 28-MOVE_BEAT_UP | 31-MOVE_REVENGE | 34-MOVE_TORMENT | 38-MOVE_FOUL_PLAY | 42-MOVE_FIRE_FANG | 42-MOVE_THUNDER_FANG | 46-MOVE_HIGH_HORSEPOWER | 50-MOVE_RAGING_FURY | 54-MOVE_CRUNCH,
552,Krokorok, ,1-MOVE_LEER | 1-MOVE_RAGE | 1-MOVE_SAND_ATTACK | 4-MOVE_MUD_SLAP | 7-MOVE_SCARY_FACE | 10-MOVE_BITE | 13-MOVE_TORMENT | 16-MOVE_HONE_CLAWS | 19-MOVE_MUD_SHOT | 21-MOVE_SPITE | 23-MOVE_PURSUIT | 25-MOVE_SCORCHING_SANDS | 27-MOVE_ASSURANCE | 29-MOVE_BEAT_UP | 32-MOVE_REVENGE | 35-MOVE_TORMENT | 39-MOVE_FOUL_PLAY | 43-MOVE_FIRE_FANG | 43-MOVE_THUNDER_FANG | 47-MOVE_HIGH_HORSEPOWER | 51-MOVE_RAGING_FURY | 55-MOVE_CRUNCH | 59-MOVE_CLOSE_COMBAT | 63-MOVE_SUCKER_PUNCH,
553,Krookodile, ,1-MOVE_COUNTER | 1-MOVE_RAGE | 1-MOVE_SAND_ATTACK | 4-MOVE_MUD_SLAP | 7-MOVE_SCARY_FACE | 10-MOVE_BITE | 13-MOVE_TORMENT | 16-MOVE_HONE_CLAWS | 19-MOVE_MUD_SHOT | 21-MOVE_SPITE | 23-MOVE_PURSUIT | 25-MOVE_SCORCHING_SANDS | 27-MOVE_ASSURANCE | 29-MOVE_BEAT_UP | 32-MOVE_REVENGE | 35-MOVE_TORMENT | 39-MOVE_FOUL_PLAY | 40-MOVE_PAYBACK | 44-MOVE_FIRE_FANG | 44-MOVE_THUNDER_FANG | 48-MOVE_HIGH_HORSEPOWER | 52-MOVE_RAGING_FURY | 56-MOVE_CRUNCH | 60-MOVE_CLOSE_COMBAT | 64-MOVE_SUCKER_PUNCH,
554,Darumaka, ,1-MOVE_YAWN | 1-MOVE_TACKLE | 6-MOVE_INCINERATE | 9-MOVE_RAGE | 11-MOVE_FIRE_FANG | 14-MOVE_HEADBUTT | 17-MOVE_UPROAR | 19-MOVE_FACADE | 22-MOVE_FIRE_PUNCH | 24-MOVE_BODY_SLAM | 26-MOVE_EXTRASENSORY | 28-MOVE_FLAME_WHEEL | 30-MOVE_BELLY_DRUM | 33-MOVE_RAGING_FURY | 36-MOVE_LUNGE | 39-MOVE_ROLLOUT | 42-MOVE_FLARE_BLITZ | 45-MOVE_FOCUS_PUNCH,
555,Darmanitan,Zen Mode,1-MOVE_YAWN | 1-MOVE_TACKLE | 6-MOVE_INCINERATE | 9-MOVE_RAGE | 11-MOVE_FIRE_FANG | 14-MOVE_HEADBUTT | 17-MOVE_UPROAR | 19-MOVE_FACADE | 22-MOVE_FIRE_PUNCH | 24-MOVE_BODY_SLAM | 26-MOVE_EXTRASENSORY | 28-MOVE_FLAME_WHEEL | 30-MOVE_BELLY_DRUM | 33-MOVE_RAGING_FURY | 35-MOVE_HAMMER_ARM | 39-MOVE_ZEN_HEADBUTT | 43-MOVE_LUNGE | 47-MOVE_ROLLOUT | 51-MOVE_FLARE_BLITZ | 55-MOVE_FOCUS_PUNCH,TM47-MOVE_LOW_SWEEP
556,Maractus, ,1-MOVE_BOUNCE | 1-MOVE_AFTER_YOU | 1-MOVE_INGRAIN | 1-MOVE_PECK | 1-MOVE_ABSORB | 4-MOVE_GROWTH | 8-MOVE_MEGA_DRAIN | 12-MOVE_LEECH_SEED | 16-MOVE_SUCKER_PUNCH | 20-MOVE_PIN_MISSILE | 24-MOVE_GIGA_DRAIN | 27-MOVE_SPIKES | 30-MOVE_SEED_BOMB | 33-MOVE_SYNTHESIS | 36-MOVE_COTTON_SPORE | 39-MOVE_SCALD | 42-MOVE_NEEDLE_ARM | 45-MOVE_DRAIN_PUNCH | 48-MOVE_PETAL_DANCE | 52-MOVE_ACUPRESSURE | 56-MOVE_WOOD_HAMMER | 60-MOVE_COTTON_GUARD,TM56-MOVE_SCALD
557,Dwebble, ,1-MOVE_CURSE | 1-MOVE_FURY_CUTTER | 1-MOVE_SAND_ATTACK | 4-MOVE_WITHDRAW | 8-MOVE_ROCK_TOMB | 12-MOVE_BUG_BITE | 16-MOVE_FLAIL | 19-MOVE_FEINT_ATTACK | 22-MOVE_SPIKES | 24-MOVE_ROCK_SLIDE | 27-MOVE_SLASH | 27-MOVE_NIGHT_SLASH | 30-MOVE_ROCK_POLISH | 34-MOVE_ROCK_BLAST | 38-MOVE_X_SCISSOR | 42-MOVE_STEALTH_ROCK | 46-MOVE_SHELL_SMASH | 50-MOVE_ROCK_WRECKER,TM76-MOVE_BUG_BUZZ
558,Crustle, ,1-MOVE_CURSE | 1-MOVE_FURY_CUTTER | 1-MOVE_SAND_ATTACK | 4-MOVE_WITHDRAW | 8-MOVE_ROCK_TOMB | 12-MOVE_BUG_BITE | 16-MOVE_FLAIL | 19-MOVE_FEINT_ATTACK | 22-MOVE_SPIKES | 24-MOVE_ROCK_SLIDE | 27-MOVE_SLASH | 27-MOVE_NIGHT_SLASH | 30-MOVE_ROCK_POLISH | 34-MOVE_ROCK_BLAST | 38-MOVE_IRON_DEFENSE | 42-MOVE_X_SCISSOR | 46-MOVE_STEALTH_ROCK | 50-MOVE_SHELL_SMASH | 54-MOVE_ROCK_WRECKER | 58-MOVE_WIDE_GUARD | 62-MOVE_ACCELEROCK,TM76-MOVE_BUG_BUZZ
559,Scraggy, ,1-MOVE_HEADBUTT | 1-MOVE_LEER | 1-MOVE_SAND_ATTACK | 4-MOVE_BEAT_UP | 7-MOVE_QUICK_GUARD | 10-MOVE_ACID_SPRAY | 13-MOVE_FEINT_ATTACK | 16-MOVE_BRICK_BREAK | 19-MOVE_DETECT | 22-MOVE_AMNESIA | 25-MOVE_FAKE_OUT | 28-MOVE_PAYBACK | 31-MOVE_CHIP_AWAY | 34-MOVE_DRAIN_PUNCH | 38-MOVE_ASSURANCE | 42-MOVE_ZEN_HEADBUTT | 46-MOVE_CRUNCH | 50-MOVE_HIGH_JUMP_KICK | 54-MOVE_DRAGON_DANCE | 58-MOVE_FOCUS_PUNCH | 62-MOVE_HEAD_SMASH,
560,Scrafty, ,1-MOVE_HEADBUTT | 1-MOVE_LEER | 1-MOVE_SAND_ATTACK | 4-MOVE_BEAT_UP | 7-MOVE_QUICK_GUARD | 10-MOVE_ACID_SPRAY | 13-MOVE_FEINT_ATTACK | 16-MOVE_BRICK_BREAK | 19-MOVE_DETECT | 22-MOVE_AMNESIA | 25-MOVE_FAKE_OUT | 28-MOVE_PAYBACK | 30-MOVE_REVENGE | 34-MOVE_CHIP_AWAY | 38-MOVE_DRAIN_PUNCH | 42-MOVE_ASSURANCE | 46-MOVE_ZEN_HEADBUTT | 50-MOVE_CRUNCH | 54-MOVE_HIGH_JUMP_KICK | 58-MOVE_DRAGON_DANCE | 62-MOVE_FOCUS_PUNCH | 66-MOVE_HEAD_SMASH,
561,Sigilyph, ,1-MOVE_COSMIC_POWER | 1-MOVE_DUAL_WINGBEAT | 1-MOVE_GRAVITY | 1-MOVE_MIRACLE_EYE | 4-MOVE_SWIFT | 7-MOVE_HYPNOSIS | 10-MOVE_PSYWAVE | 13-MOVE_STORED_POWER | 16-MOVE_GUST | 19-MOVE_PSYCHO_SHIFT | 22-MOVE_ANCIENT_POWER | 25-MOVE_AIR_CUTTER | 28-MOVE_PSYBEAM | 31-MOVE_WHIRLWIND | 34-MOVE_FUTURE_SIGHT | 37-MOVE_SYNCHRONOISE | 40-MOVE_AIR_SLASH | 44-MOVE_TRICK | 48-MOVE_PSYCHIC | 52-MOVE_TAILWIND | 56-MOVE_ESPER_WING | 60-MOVE_MIRROR_MOVE | 64-MOVE_SKY_ATTACK,TM20-MOVE_TRI_ATTACK | TM48-MOVE_MYSTICAL_FIRE | TM58-MOVE_HURRICANE | TM60-MOVE_QUASH | TM66-MOVE_POWER_GEM
562,Yamask, ,1-MOVE_ASTONISH | 1-MOVE_ENDURE | 1-MOVE_HAZE | 1-MOVE_IMPRISON | 4-MOVE_SPITE | 7-MOVE_FAKE_TEARS | 10-MOVE_TRICK | 13-MOVE_BLOCK | 16-MOVE_DISABLE | 19-MOVE_WILL_O_WISP | 22-MOVE_NIGHT_SHADE | 25-MOVE_ALLY_SWITCH | 28-MOVE_OMINOUS_WIND | 31-MOVE_CURSE | 34-MOVE_IRON_DEFENSE | 37-MOVE_HEX | 40-MOVE_MEAN_LOOK | 43-MOVE_WONDER_ROOM | 46-MOVE_NIGHTMARE | 49-MOVE_PAIN_SPLIT | 52-MOVE_HEAL_BLOCK | 55-MOVE_GRUDGE | 58-MOVE_NASTY_PLOT | 62-MOVE_DESTINY_BOND,TM60-MOVE_QUASH
563,Cofagrigus, ,1-MOVE_GUARD_SPLIT | 1-MOVE_POWER_SPLIT | 1-MOVE_HAZE | 1-MOVE_IMPRISON | 4-MOVE_SPITE | 7-MOVE_FAKE_TEARS | 10-MOVE_TRICK | 13-MOVE_BLOCK | 16-MOVE_DISABLE | 19-MOVE_WILL_O_WISP | 22-MOVE_NIGHT_SHADE | 25-MOVE_ALLY_SWITCH | 28-MOVE_OMINOUS_WIND | 31-MOVE_CURSE | 34-MOVE_IRON_DEFENSE | 34-MOVE_SCARY_FACE | 38-MOVE_HEX | 41-MOVE_MEAN_LOOK | 44-MOVE_WONDER_ROOM | 47-MOVE_NIGHTMARE | 50-MOVE_PAIN_SPLIT | 53-MOVE_HEAL_BLOCK | 56-MOVE_GRUDGE | 60-MOVE_NASTY_PLOT | 64-MOVE_DESTINY_BOND,TM60-MOVE_QUASH
564,Tirtouga, ,1-MOVE_WATER_GUN | 1-MOVE_WITHDRAW | 3-MOVE_PROTECT | 6-MOVE_AQUA_JET | 9-MOVE_SMACK_DOWN | 12-MOVE_ANCIENT_POWER | 15-MOVE_BITE | 18-MOVE_WHIRLPOOL | 21-MOVE_RAZOR_SHELL | 24-MOVE_ROCK_SLIDE | 27-MOVE_CRUNCH | 30-MOVE_CURSE | 33-MOVE_IRON_DEFENSE | 36-MOVE_AQUA_TAIL | 39-MOVE_BODY_SLAM | 42-MOVE_WIDE_GUARD | 45-MOVE_HYDRO_PUMP | 48-MOVE_SHELL_SMASH | 53-MOVE_WAVE_CRASH,TM51-MOVE_WAVE_CRASH
565,Carracosta, ,1-MOVE_AQUA_JET | 1-MOVE_ACCELEROCK | 1-MOVE_PSYCHIC_FANGS | 1-MOVE_ICE_FANG | 1-MOVE_WATER_GUN | 1-MOVE_WITHDRAW | 9-MOVE_SMACK_DOWN | 12-MOVE_ANCIENT_POWER | 15-MOVE_BITE | 18-MOVE_WHIRLPOOL | 21-MOVE_RAZOR_SHELL | 24-MOVE_ROCK_SLIDE | 27-MOVE_CRUNCH | 30-MOVE_CURSE | 33-MOVE_IRON_DEFENSE | 36-MOVE_AQUA_TAIL | 37-MOVE_RAPID_SPIN | 41-MOVE_BODY_SLAM | 45-MOVE_WIDE_GUARD | 49-MOVE_HYDRO_PUMP | 53-MOVE_SHELL_SMASH | 58-MOVE_WAVE_CRASH,TM51-MOVE_WAVE_CRASH
566,Archen, ,1-MOVE_LEER | 1-MOVE_QUICK_ATTACK | 3-MOVE_BITE | 6-MOVE_WING_ATTACK | 9-MOVE_DRAGON_BREATH | 12-MOVE_ANCIENT_POWER | 15-MOVE_ROCK_THROW | 18-MOVE_QUICK_GUARD | 21-MOVE_ROCK_TOMB | 24-MOVE_PLUCK | 27-MOVE_SCARY_FACE | 30-MOVE_CRUNCH | 33-MOVE_AGILITY | 36-MOVE_ASSURANCE | 39-MOVE_SWITCHEROO | 42-MOVE_ROCK_SLIDE | 45-MOVE_ENDEAVOR | 48-MOVE_ZEN_HEADBUTT | 51-MOVE_LUNGE,
567,Archeops, ,1-MOVE_LEER | 1-MOVE_QUICK_ATTACK | 3-MOVE_BITE | 6-MOVE_WING_ATTACK | 9-MOVE_DRAGON_BREATH | 12-MOVE_ANCIENT_POWER | 15-MOVE_ROCK_THROW | 18-MOVE_QUICK_GUARD | 21-MOVE_ROCK_TOMB | 24-MOVE_PLUCK | 27-MOVE_SCARY_FACE | 30-MOVE_CRUNCH | 33-MOVE_AGILITY | 36-MOVE_ASSURANCE | 37-MOVE_STEEL_WING | 41-MOVE_SWITCHEROO | 45-MOVE_ROCK_SLIDE | 49-MOVE_ENDEAVOR | 53-MOVE_ZEN_HEADBUTT | 57-MOVE_TAILWIND | 61-MOVE_LUNGE | 66-MOVE_HEAD_SMASH,TM58-MOVE_HURRICANE
568,Trubbish, ,1-MOVE_WIDE_GUARD | 1-MOVE_POUND | 1-MOVE_SAND_ATTACK | 4-MOVE_MUD_SLAP | 7-MOVE_CURSE | 10-MOVE_ROCK_BLAST | 13-MOVE_ACID_SPRAY | 16-MOVE_TOXIC | 19-MOVE_ROLLOUT | 22-MOVE_CLEAR_SMOG | 25-MOVE_FLING | 28-MOVE_SLUDGE | 31-MOVE_RECYCLE | 34-MOVE_STOCKPILE | 34-MOVE_SWALLOW | 37-MOVE_CROSS_POISON | 40-MOVE_BODY_SLAM | 44-MOVE_PAIN_SPLIT | 48-MOVE_AMNESIA | 52-MOVE_PAYBACK | 56-MOVE_DOUBLE_EDGE | 60-MOVE_SELF_DESTRUCT,
569,Garbodor, ,1-MOVE_AUTOTOMIZE | 1-MOVE_METAL_CLAW | 1-MOVE_SPITE | 1-MOVE_WIDE_GUARD | 4-MOVE_MUD_SLAP | 7-MOVE_CURSE | 10-MOVE_ROCK_BLAST | 13-MOVE_ACID_SPRAY | 16-MOVE_TOXIC | 19-MOVE_ROLLOUT | 22-MOVE_CLEAR_SMOG | 25-MOVE_FLING | 28-MOVE_SLUDGE | 31-MOVE_RECYCLE | 34-MOVE_STOCKPILE | 34-MOVE_SWALLOW | 36-MOVE_SPIKES | 36-MOVE_TOXIC_SPIKES | 39-MOVE_CROSS_POISON | 42-MOVE_BODY_SLAM | 45-MOVE_PAIN_SPLIT | 49-MOVE_AMNESIA | 53-MOVE_PAYBACK | 58-MOVE_DOUBLE_EDGE | 62-MOVE_SELF_DESTRUCT,
570,Zorua, ,1-MOVE_LEER | 1-MOVE_SCRATCH | 4-MOVE_PURSUIT | 7-MOVE_COVET | 10-MOVE_FAKE_TEARS | 13-MOVE_TORMENT | 16-MOVE_FURY_SWIPES | 19-MOVE_IMPRISON | 22-MOVE_SCARY_FACE | 25-MOVE_FEINT_ATTACK | 28-MOVE_MEMENTO | 31-MOVE_PAYBACK | 34-MOVE_UPROAR | 38-MOVE_CAPTIVATE | 42-MOVE_SLASH | 42-MOVE_NIGHT_SLASH | 46-MOVE_COUNTER | 50-MOVE_SUCKER_PUNCH | 54-MOVE_HEX | 58-MOVE_NIGHT_DAZE | 62-MOVE_EXTRASENSORY,
571,Zoroark, ,1-MOVE_AGILITY | 1-MOVE_SCRATCH | 4-MOVE_PURSUIT | 7-MOVE_COVET | 10-MOVE_FAKE_TEARS | 13-MOVE_TORMENT | 16-MOVE_FURY_SWIPES | 19-MOVE_IMPRISON | 22-MOVE_SCARY_FACE | 25-MOVE_FEINT_ATTACK | 28-MOVE_MEMENTO | 30-MOVE_SNARL | 34-MOVE_PAYBACK | 38-MOVE_UPROAR | 42-MOVE_CAPTIVATE | 45-MOVE_SLASH | 45-MOVE_NIGHT_SLASH | 48-MOVE_COUNTER | 51-MOVE_SUCKER_PUNCH | 54-MOVE_HEX | 57-MOVE_LUNGE | 60-MOVE_NIGHT_DAZE | 63-MOVE_EXTRASENSORY | 66-MOVE_FOUL_PLAY | 70-MOVE_NASTY_PLOT,
572,Minccino, ,1-MOVE_POUND | 1-MOVE_MUD_SLAP | 1-MOVE_TAIL_WHIP | 4-MOVE_CAPTIVATE | 7-MOVE_AFTER_YOU | 10-MOVE_SWIFT | 13-MOVE_CHARM | 16-MOVE_FAKE_TEARS | 19-MOVE_COVET | 22-MOVE_TICKLE | 25-MOVE_DOUBLE_SLAP | 28-MOVE_SING | 31-MOVE_FLAIL | 34-MOVE_UPROAR | 37-MOVE_HELPING_HAND | 40-MOVE_TAIL_SLAP | 44-MOVE_WAKE_UP_SLAP | 48-MOVE_HYPER_VOICE | 52-MOVE_TRIPLE_AXEL | 56-MOVE_ENCORE | 60-MOVE_LAST_RESORT,
573,Cinccino, ,1-MOVE_LAST_RESORT | 1-MOVE_HELPING_HAND | 1-MOVE_SING | 1-MOVE_TICKLE | 1-MOVE_WAKE_UP_SLAP | 35-MOVE_TAIL_SLAP | 45-MOVE_BULLET_SEED | 55-MOVE_ROCK_BLAST | 65-MOVE_TRIPLE_AXEL,TM47-MOVE_LOW_SWEEP
574,Gothita, ,1-MOVE_CONFUSION | 1-MOVE_POUND | 4-MOVE_TORMENT | 7-MOVE_TICKLE | 10-MOVE_MEAN_LOOK | 13-MOVE_STORED_POWER | 16-MOVE_CHARM | 19-MOVE_PAYBACK | 22-MOVE_PSYBEAM | 25-MOVE_HYPNOSIS | 28-MOVE_FAKE_TEARS | 31-MOVE_HELPING_HAND | 34-MOVE_FEINT_ATTACK | 37-MOVE_MAGIC_ROOM | 41-MOVE_FUTURE_SIGHT | 45-MOVE_HEAL_PULSE | 49-MOVE_DARK_PULSE | 53-MOVE_HEAL_BLOCK | 57-MOVE_NIGHT_DAZE,TM61-MOVE_WILL_O_WISP
575,Gothorita, ,1-MOVE_CONFUSION | 1-MOVE_POUND | 4-MOVE_TORMENT | 7-MOVE_TICKLE | 10-MOVE_MEAN_LOOK | 13-MOVE_STORED_POWER | 16-MOVE_CHARM | 19-MOVE_PAYBACK | 22-MOVE_PSYBEAM | 25-MOVE_HYPNOSIS | 28-MOVE_FAKE_TEARS | 30-MOVE_FAKE_OUT | 33-MOVE_HELPING_HAND | 36-MOVE_FEINT_ATTACK | 39-MOVE_MAGIC_ROOM | 42-MOVE_FUTURE_SIGHT | 46-MOVE_HEAL_PULSE | 50-MOVE_DARK_PULSE | 54-MOVE_HEAL_BLOCK | 58-MOVE_NIGHT_DAZE,TM61-MOVE_WILL_O_WISP
576,Gothitelle, ,1-MOVE_ALLY_SWITCH | 1-MOVE_HEAL_BELL | 1-MOVE_CONFUSION | 1-MOVE_POUND | 4-MOVE_TORMENT | 7-MOVE_TICKLE | 10-MOVE_MEAN_LOOK | 13-MOVE_MAGIC_COAT | 16-MOVE_CHARM | 19-MOVE_PAYBACK | 22-MOVE_PSYBEAM | 25-MOVE_HYPNOSIS | 28-MOVE_FAKE_TEARS | 30-MOVE_FAKE_OUT | 33-MOVE_HELPING_HAND | 36-MOVE_FEINT_ATTACK | 39-MOVE_MAGIC_ROOM | 41-MOVE_DARK_PULSE | 45-MOVE_FUTURE_SIGHT | 49-MOVE_HEAL_PULSE | 53-MOVE_NASTY_PLOT | 57-MOVE_HEAL_BLOCK | 62-MOVE_NIGHT_DAZE,TM52-MOVE_FOCUS_BLAST | TM61-MOVE_WILL_O_WISP
577,Solosis, ,1-MOVE_CONFUSION | 1-MOVE_ENDEAVOR | 4-MOVE_ASTONISH | 7-MOVE_SNATCH | 10-MOVE_PSYWAVE | 13-MOVE_MAGIC_COAT | 16-MOVE_CHARM | 19-MOVE_ROLLOUT | 22-MOVE_PSYBEAM | 25-MOVE_ALLY_SWITCH | 28-MOVE_CONFUSE_RAY | 31-MOVE_HELPING_HAND | 34-MOVE_NIGHT_SHADE | 37-MOVE_WONDER_ROOM | 41-MOVE_FUTURE_SIGHT | 45-MOVE_PAIN_SPLIT | 49-MOVE_SKILL_SWAP | 53-MOVE_RECOVER | 57-MOVE_STORED_POWER,
578,Duosion, ,1-MOVE_CONFUSION | 1-MOVE_ENDEAVOR | 4-MOVE_ASTONISH | 7-MOVE_SNATCH | 10-MOVE_PSYWAVE | 13-MOVE_MAGIC_COAT | 16-MOVE_CHARM | 19-MOVE_ROLLOUT | 22-MOVE_PSYBEAM | 25-MOVE_ALLY_SWITCH | 28-MOVE_CONFUSE_RAY | 30-MOVE_IMPRISON | 33-MOVE_HELPING_HAND | 36-MOVE_NIGHT_SHADE | 39-MOVE_WONDER_ROOM | 42-MOVE_FUTURE_SIGHT | 46-MOVE_PAIN_SPLIT | 50-MOVE_SKILL_SWAP | 54-MOVE_RECOVER | 58-MOVE_STORED_POWER,
579,Reuniclus, ,1-MOVE_DRAIN_PUNCH | 1-MOVE_DIZZY_PUNCH | 1-MOVE_CONFUSION | 1-MOVE_ENDEAVOR | 4-MOVE_ASTONISH | 7-MOVE_SNATCH | 10-MOVE_PSYWAVE | 13-MOVE_MAGIC_COAT | 16-MOVE_CHARM | 19-MOVE_ROLLOUT | 22-MOVE_PSYBEAM | 25-MOVE_ALLY_SWITCH | 28-MOVE_CONFUSE_RAY | 30-MOVE_IMPRISON | 33-MOVE_HELPING_HAND | 36-MOVE_NIGHT_SHADE | 39-MOVE_WONDER_ROOM | 41-MOVE_HAMMER_ARM | 45-MOVE_FUTURE_SIGHT | 49-MOVE_ACID_ARMOR | 53-MOVE_PAIN_SPLIT | 56-MOVE_SKILL_SWAP | 59-MOVE_RECOVER | 62-MOVE_STORED_POWER,TM60-MOVE_QUASH
580,Ducklett, ,1-MOVE_DEFOG | 1-MOVE_PECK | 1-MOVE_WATER_GUN | 4-MOVE_MUD_SLAP | 7-MOVE_WING_ATTACK | 10-MOVE_LUCKY_CHANT | 13-MOVE_AERIAL_ACE | 16-MOVE_GUST | 19-MOVE_WATER_PULSE | 22-MOVE_AQUA_JET | 25-MOVE_AIR_CUTTER | 28-MOVE_AQUA_RING | 31-MOVE_BRINE | 34-MOVE_ICY_WIND | 37-MOVE_BUBBLE_BEAM | 41-MOVE_UPROAR | 45-MOVE_MIRROR_MOVE | 49-MOVE_AIR_SLASH | 53-MOVE_TAILWIND | 57-MOVE_BRAVE_BIRD,TM58-MOVE_HURRICANE
581,Swanna, ,1-MOVE_DEFOG | 1-MOVE_PECK | 1-MOVE_WATER_GUN | 4-MOVE_MUD_SLAP | 7-MOVE_WING_ATTACK | 10-MOVE_LUCKY_CHANT | 13-MOVE_AERIAL_ACE | 16-MOVE_GUST | 19-MOVE_WATER_PULSE | 22-MOVE_AQUA_JET | 25-MOVE_AIR_CUTTER | 28-MOVE_AQUA_RING | 31-MOVE_BRINE | 34-MOVE_ICY_WIND | 35-MOVE_ENDEAVOR | 38-MOVE_BUBBLE_BEAM | 42-MOVE_UPROAR | 46-MOVE_MIRROR_MOVE | 50-MOVE_AIR_SLASH | 54-MOVE_TAILWIND | 58-MOVE_BRAVE_BIRD | 62-MOVE_HYDRO_PUMP | 66-MOVE_SKY_ATTACK,TM58-MOVE_HURRICANE
582,Vanillite, ,1-MOVE_ASTONISH | 1-MOVE_CHARM | 1-MOVE_HARDEN | 1-MOVE_HAIL | 4-MOVE_ICICLE_SPEAR | 7-MOVE_SWIFT | 10-MOVE_WATER_PULSE | 12-MOVE_POWDER_SNOW | 14-MOVE_ICE_SHARD | 17-MOVE_MIRROR_SHOT | 20-MOVE_ICY_WIND | 23-MOVE_DISARMING_VOICE | 26-MOVE_ALLY_SWITCH | 29-MOVE_AURORA_BEAM | 32-MOVE_UPROAR | 36-MOVE_NATURAL_GIFT | 40-MOVE_REFRESH | 44-MOVE_ACID_ARMOR | 48-MOVE_FROST_BREATH | 52-MOVE_RAPID_SPIN,
583,Vanillish, ,1-MOVE_ASTONISH | 1-MOVE_CHARM | 1-MOVE_HARDEN | 1-MOVE_HAIL | 4-MOVE_ICICLE_SPEAR | 7-MOVE_SWIFT | 10-MOVE_WATER_PULSE | 12-MOVE_POWDER_SNOW | 14-MOVE_ICE_SHARD | 17-MOVE_MIRROR_SHOT | 20-MOVE_ICY_WIND | 23-MOVE_DISARMING_VOICE | 26-MOVE_ALLY_SWITCH | 29-MOVE_AURORA_BEAM | 32-MOVE_UPROAR | 36-MOVE_NATURAL_GIFT | 40-MOVE_REFRESH | 44-MOVE_ACID_ARMOR | 48-MOVE_FROST_BREATH | 52-MOVE_RAPID_SPIN | 56-MOVE_EXTRASENSORY | 60-MOVE_HAZE,TM32-MOVE_DAZZLING_GLEAM | TM66-MOVE_POWER_GEM
584,Vanilluxe, ,1-MOVE_ASTONISH | 1-MOVE_CHARM | 1-MOVE_HARDEN | 1-MOVE_HAIL | 4-MOVE_ICICLE_SPEAR | 7-MOVE_SWIFT | 10-MOVE_WATER_PULSE | 12-MOVE_POWDER_SNOW | 14-MOVE_ICE_SHARD | 17-MOVE_MIRROR_SHOT | 20-MOVE_ICY_WIND | 23-MOVE_DISARMING_VOICE | 26-MOVE_ALLY_SWITCH | 29-MOVE_AURORA_BEAM | 32-MOVE_UPROAR | 36-MOVE_NATURAL_GIFT | 40-MOVE_REFRESH | 44-MOVE_ACID_ARMOR | 48-MOVE_FROST_BREATH | 52-MOVE_RAPID_SPIN | 56-MOVE_EXTRASENSORY | 61-MOVE_HAZE | 66-MOVE_HYPER_VOICE | 71-MOVE_AUTOTOMIZE | 76-MOVE_SHEER_COLD,TM32-MOVE_DAZZLING_GLEAM | TM66-MOVE_POWER_GEM
585,Deerling, ,1-MOVE_CAMOUFLAGE | 1-MOVE_TACKLE | 4-MOVE_GROWL | 7-MOVE_SAND_ATTACK | 10-MOVE_DOUBLE_KICK | 13-MOVE_LEECH_SEED | 16-MOVE_FEINT_ATTACK | 20-MOVE_TAKE_DOWN | 23-MOVE_SYNTHESIS | 26-MOVE_JUMP_KICK | 29-MOVE_AROMATHERAPY | 32-MOVE_SEED_BOMB | 35-MOVE_CHARM | 38-MOVE_AGILITY | 41-MOVE_HIGH_HORSEPOWER | 44-MOVE_NATURE_POWER | 48-MOVE_DOUBLE_EDGE | 52-MOVE_SOLAR_BEAM,TM47-MOVE_LOW_SWEEP
